,timestamp,Earthrenew,Clean-power-capital,Tesla,Rock-tech-linthium,Powerhouse-energy-group,Afc-energy,Bevcanna-enterprises,Itm-power-plc,Nel-asa,Fuel-cell-energy,Biontech,Moderna,Ascletis-pharma,Alibaba,Zalando,Byd,Xiaomi,Spotify,Plug-power,Ballard-power,Astra-zeneca,Dynacert,Quantafuel,Nio,Apple,Weichai-power,Ynvisible,Hive-blockchain-tech,Noram-ventures,Palantir-tech,Aphria,Everfuel,Bionano-genomics,Curevac,Tilray,Hexagon-purus,Core-one-labs,Ocugen,Exela-tech,Havn-life-sciences,Luckin-coffee,Arbor-metals,Nanodimension,Newocean-energy,Centaurus-energy,Jaguar-health,Airbnb,Infineon,Beyond-meat,Lenovo,Arbutus-biopharma,Cronos-group-inc,Sernova-corp,Sirona-corp,Village-farms,Ping-an-insurance,Proton-motor-power-systems,Ceres-power-holdings-plc,Impact-coatings,Fagerhult,Applied-dna-science,Cassava-sciences,Overstock-com,T2-biosystems,Neutrisci-international
0,14:18:44.737077,0.24,1.14,563.0,3.18,0.073,0.808,0.64,5.41,2.47,12.182,96.42,112.68,0.307,191.2,85.5,19.395,2.895,231.4,29.91,20.56,84.34,0.375,4.926,33.84,104.36,2.12,0.82,3.374,0.395,19.6,15.45,9.0,6.694,77.68,19.045,5.26,0.724,5.69,1.895,0.455,7.6,1.774,6.94,0.06,0.02,1.7,159.96,36.6,111.3,1.169,2.884,8.002,1.015,0.274,11.585,10.434,0.851,14.6,2.22,5.0,6.1,39.71,57.54,1.345,0.139
1,14:32:06.389026,0.240,1.140,563.00,3.180,0.073,0.808,0.640,5.410,2.470,12.182,96.42,112.68,0.307,191.20,85.50,19.395,2.895,231.40,29.910,20.560,84.34,0.375,4.926,33.840,104.36,2.120,0.820,3.374,0.395,19.600,15.450,9.000,6.694,77.68,19.045,5.260,0.724,5.690,1.895,0.455,7.600,1.774,6.940,0.060,0.020,1.700,159.96,36.600,111.30,1.169,2.884,8.002,1.015,0.274,11.585,10.434,0.851,14.600,2.220,5.000,6.100,39.710,57.54,1.345,0.139
